image_path,mask_path
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H10_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H10_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H14_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H14_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H26_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H26_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H27_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H27_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H32_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H32_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H33_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H33_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H35_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H35_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H36_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H36_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H37_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H37_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H38_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H38_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H39_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H39_Scan1_segmentation_cell.tif
/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/raw_images/multistack_tiffs/H41_Scan1.qptiff,/home/hd/hd_hd/hd_bm327/sds-hd/sd22c003/phenotyping_benchmark/datasets/healthy_bone_marrow/segmentation/H41_Scan1_segmentation_cell.tif
